Date,Patient ID,RedSignal
02:01.0,vu,25554
02:01.1,vu,25640
02:01.1,vu,25713
02:01.1,vu,25751
02:01.1,vu,25758
02:01.1,vu,25759
02:01.1,vu,25748
02:01.1,vu,25720
02:01.1,vu,25673
02:01.1,vu,25646
02:01.1,vu,25595
02:01.2,vu,25563
02:01.2,vu,25526
02:01.2,vu,25502
02:01.2,vu,25474
02:01.2,vu,25475
02:01.2,vu,25441
02:01.2,vu,25430
02:01.2,vu,25414
02:01.2,vu,25405
02:01.2,vu,25407
02:01.2,vu,25415
02:01.3,vu,25422
02:01.3,vu,25442
02:01.3,vu,25474
02:01.3,vu,25494
02:01.3,vu,25511
02:01.3,vu,25513
02:01.3,vu,25535
02:01.3,vu,25520
02:01.3,vu,25522
02:01.3,vu,25471
02:01.4,vu,25453
02:01.4,vu,25437
02:01.4,vu,25401
02:01.4,vu,25368
02:01.4,vu,25356
02:01.4,vu,25324
02:01.4,vu,25306
02:01.4,vu,25278
02:01.4,vu,25230
02:01.5,vu,25216
02:01.5,vu,25182
02:01.5,vu,25170
02:01.5,vu,25131
02:01.5,vu,25107
02:01.5,vu,25119
02:01.5,vu,25096
02:01.5,vu,25085
02:01.5,vu,25071
02:01.5,vu,25065
02:01.6,vu,25059
02:01.6,vu,25053
02:01.6,vu,25053
02:01.6,vu,25035
02:01.6,vu,25041
02:01.6,vu,25028
02:01.6,vu,25006
02:01.6,vu,24978
02:01.6,vu,24994
02:01.7,vu,24976
02:01.7,vu,24972
02:01.7,vu,24948
02:01.7,vu,24925
02:01.7,vu,24896
02:01.7,vu,24891
02:01.7,vu,24908
02:01.7,vu,24926
02:01.7,vu,24988
02:01.7,vu,25074
02:01.8,vu,25189
02:01.8,vu,25319
02:01.8,vu,25446
02:01.8,vu,25567
02:01.8,vu,25674
02:01.8,vu,25738
02:01.8,vu,25770
02:01.8,vu,25765
02:01.8,vu,25753
02:01.8,vu,25724
02:01.9,vu,25683
02:01.9,vu,25628
02:01.9,vu,25582
02:01.9,vu,25541
02:01.9,vu,25513
02:01.9,vu,25469
02:01.9,vu,25447
02:01.9,vu,25411
02:01.9,vu,25404
02:02.0,vu,25365
02:02.0,vu,25352
02:02.0,vu,25336
02:02.0,vu,25327
02:02.0,vu,25329
02:02.0,vu,25344
02:02.0,vu,25359
02:02.0,vu,25390
02:02.0,vu,25406
02:02.0,vu,25444
02:02.1,vu,25450
02:02.1,vu,25460
02:02.1,vu,25476
02:02.1,vu,25476
02:02.1,vu,25434
02:02.1,vu,25412
02:02.1,vu,25386
02:02.1,vu,25360
02:02.1,vu,25327
02:02.2,vu,25305
02:02.2,vu,25252
02:02.2,vu,25219
02:02.2,vu,25193
02:02.2,vu,25171
02:02.2,vu,25121
02:02.2,vu,25109
02:02.2,vu,25080
02:02.2,vu,25069
02:02.2,vu,25062
02:02.2,vu,25056
02:02.3,vu,25039
02:02.3,vu,25009
02:02.3,vu,25013
02:02.3,vu,25021
02:02.3,vu,24999
02:02.3,vu,24976
02:02.3,vu,24977
02:02.3,vu,24977
02:02.3,vu,24979
02:02.3,vu,24986
02:02.4,vu,24970
02:02.4,vu,24965
02:02.4,vu,24962
02:02.4,vu,24956
02:02.4,vu,24943
02:02.4,vu,24903
02:02.4,vu,24891
02:02.4,vu,24881
02:02.4,vu,24858
02:02.4,vu,24832
02:02.5,vu,24800
02:02.5,vu,24785
02:02.5,vu,24783
02:02.5,vu,24798
02:02.5,vu,24819
02:02.5,vu,24885
02:02.5,vu,24996
02:02.5,vu,25117
02:02.5,vu,25257
02:02.6,vu,25422
02:02.6,vu,25563
02:02.6,vu,25652
02:02.6,vu,25737
02:02.6,vu,25775
02:02.6,vu,25809
02:02.6,vu,25791
02:02.6,vu,25766
02:02.6,vu,25752
02:02.6,vu,25689
02:02.7,vu,25678
02:02.7,vu,25635
02:02.7,vu,25593
02:02.7,vu,25571
02:02.7,vu,25561
02:02.7,vu,25562
02:02.7,vu,25541
02:02.7,vu,25527
02:02.7,vu,25502
02:02.8,vu,25482
02:02.8,vu,25468
02:02.8,vu,25473
02:02.8,vu,25468
02:02.8,vu,25480
02:02.8,vu,25482
02:02.8,vu,25490
02:02.8,vu,25515
02:02.8,vu,25563
02:02.8,vu,25571
02:02.9,vu,25549
02:02.9,vu,25561
02:02.9,vu,25542
02:02.9,vu,25513
02:02.9,vu,25487
02:02.9,vu,25483
02:02.9,vu,25456
02:02.9,vu,25427
02:02.9,vu,25392
02:03.0,vu,25353
02:03.0,vu,25339
02:03.0,vu,25306
02:03.0,vu,25283
02:03.0,vu,25255
02:03.0,vu,25235
02:03.0,vu,25217
02:03.0,vu,25196
02:03.0,vu,25196
02:03.0,vu,25160
02:03.1,vu,25151
02:03.1,vu,25154
02:03.1,vu,25132
02:03.1,vu,25136
02:03.1,vu,25124
02:03.1,vu,25116
02:03.1,vu,25124
02:03.1,vu,25105
02:03.1,vu,25084
02:03.1,vu,25095
02:03.1,vu,25093
02:03.2,vu,25088
02:03.2,vu,25072
02:03.2,vu,25047
02:03.2,vu,25053
02:03.2,vu,25016
02:03.2,vu,25022
02:03.2,vu,25014
02:03.2,vu,24985
02:03.2,vu,24988
02:03.2,vu,24988
02:03.3,vu,24949
02:03.3,vu,24936
02:03.3,vu,24909
02:03.3,vu,24881
02:03.3,vu,24862
02:03.3,vu,24840
02:03.3,vu,24829
02:03.3,vu,24800
02:03.3,vu,24791
02:03.4,vu,24776
02:03.4,vu,24754
02:03.4,vu,24753
02:03.4,vu,24782
02:03.4,vu,24853
02:03.4,vu,24956
02:03.4,vu,25104
02:03.4,vu,25249
02:03.4,vu,25422
02:03.4,vu,25572
02:03.5,vu,25680
02:03.5,vu,25785
02:03.5,vu,25833
02:03.5,vu,25864
02:03.5,vu,25869
02:03.5,vu,25839
02:03.5,vu,25797
02:03.5,vu,25751
02:03.5,vu,25708
02:03.5,vu,25629
02:03.6,vu,25601
02:03.6,vu,25583
02:03.6,vu,25576
02:03.6,vu,25583
02:03.6,vu,25564
02:03.6,vu,25557
02:03.6,vu,25554
02:03.6,vu,25547
02:03.6,vu,25525
02:03.7,vu,25539
02:03.7,vu,25532
02:03.7,vu,25547
02:03.7,vu,25570
02:03.7,vu,25588
02:03.7,vu,25595
02:03.7,vu,25609
02:03.7,vu,25614
02:03.7,vu,25607
02:03.7,vu,25615
02:03.8,vu,25598
02:03.8,vu,25601
02:03.8,vu,25576
02:03.8,vu,25553
02:03.8,vu,25543
02:03.8,vu,25518
02:03.8,vu,25479
02:03.8,vu,25454
02:03.8,vu,25414
02:03.9,vu,25392
02:03.9,vu,25360
02:03.9,vu,25336
02:03.9,vu,25321
02:03.9,vu,25305
02:03.9,vu,25266
02:03.9,vu,25252
02:03.9,vu,25210
02:03.9,vu,25190
02:03.9,vu,25185
02:04.0,vu,25153
02:04.0,vu,25160
02:04.0,vu,25131
02:04.0,vu,25140
02:04.0,vu,25117
02:04.0,vu,25112
02:04.0,vu,25096
02:04.0,vu,25087
02:04.0,vu,25090
02:04.0,vu,25079
